tanggal,waktu,username,full_text,sentimen,cleaning,case_folding,hasil_normalisasi,tokenize,stopword_removal,steming_data
Tue Dec 30,11:43:02,Yolan_gg,@kumparan DPR ganti nama dah ga cocok kl disebut perwakilan rakyat. PPN naik gpp asal lapangan kerja ada upah manusiawi dan TRANSPARAN SEMUA APA YG LU PAKE DR PAJAK. kalian cmn transparan kalo udah jd berita korupsi,Negatif,DPR ganti nama dah ga cocok kl disebut perwakilan rakyat PPN naik gpp asal lapangan kerja ada upah manusiawi dan TRANSPARAN SEMUA APA YG LU PAKE DR PAJAK kalian cmn transparan kalo udah jd berita korupsi,dpr ganti nama dah ga cocok kl disebut perwakilan rakyat ppn naik gpp asal lapangan kerja ada upah manusiawi dan transparan semua apa yg lu pake dr pajak kalian cmn transparan kalo udah jd berita korupsi,dpr ganti nama-nama sudah tidak cocok kalau disebut perwakilan rakyat ppn naik tidak apa-apa asal lapangan kerja ada upah manusiawi dan transparan semua apa-apa yang kamu pakai dari pajak kalian cuman transparan kalau sudah jadi berita korupsi,"['dpr', 'ganti', 'nama-nama', 'sudah', 'tidak', 'cocok', 'kalau', 'disebut', 'perwakilan', 'rakyat', 'ppn', 'naik', 'tidak', 'apa-apa', 'asal', 'lapangan', 'kerja', 'ada', 'upah', 'manusiawi', 'dan', 'transparan', 'semua', 'apa-apa', 'yang', 'kamu', 'pakai', 'dari', 'pajak', 'kalian', 'cuman', 'transparan', 'kalau', 'sudah', 'jadi', 'berita', 'korupsi']","['dpr', 'ganti', 'nama-nama', 'cocok', 'perwakilan', 'rakyat', 'ppn', 'apa-apa', 'lapangan', 'kerja', 'upah', 'manusiawi', 'transparan', 'apa-apa', 'pakai', 'pajak', 'cuman', 'transparan', 'berita', 'korupsi']",dpr ganti nama cocok wakil rakyat ppn apa lapang kerja upah manusiawi transparan apa pakai pajak cuman transparan berita korupsi
Tue Dec 30,11:41:35,sntpetruss,@saptomo Bukan kalah saing mas tapi angka penjualan bisa turun drastis karena harga2 bisa naik. Apalagi PPN ini ga hanya kena di final produk saja tetapi juga bahan baku di sebuah rantai pasok (supply chain) https://t.co/6tiV3U53vX,Negatif,Bukan kalah saing mas tapi angka penjualan bisa turun drastis karena harga bisa naik Apalagi PPN ini ga hanya kena di final produk saja tetapi juga bahan baku di sebuah rantai pasok supply chain,bukan kalah saing mas tapi angka penjualan bisa turun drastis karena harga bisa naik apalagi ppn ini ga hanya kena di final produk saja tetapi juga bahan baku di sebuah rantai pasok supply chain,bukan kalah saing mas tapi angka penjualan bisa turun drastis karena harga bisa naik apalagi ppn ini tidak hanya kena di final produk saja tetapi juga bahan baku di sebuah rantai pasok supply chain,"['bukan', 'kalah', 'saing', 'mas', 'tapi', 'angka', 'penjualan', 'bisa', 'turun', 'drastis', 'karena', 'harga', 'bisa', 'naik', 'apalagi', 'ppn', 'ini', 'tidak', 'hanya', 'kena', 'di', 'final', 'produk', 'saja', 'tetapi', 'juga', 'bahan', 'baku', 'di', 'sebuah', 'rantai', 'pasok', 'supply', 'chain']","['kalah', 'saing', 'mas', 'angka', 'penjualan', 'turun', 'drastis', 'harga', 'ppn', 'kena', 'final', 'produk', 'bahan', 'baku', 'rantai', 'pasok', 'supply', 'chain']",kalah saing mas angka jual turun drastis harga ppn kena final produk bahan baku rantai pasok supply chain
Tue Dec 30,11:41:31,yaemicho,@WeTVIndonesia Min express yg langsung tamat dong mahal gpp tapi cepetan keburu ppn naik yach,Negatif,Min express yg langsung tamat dong mahal gpp tapi cepetan keburu ppn naik yach,min express yg langsung tamat dong mahal gpp tapi cepetan keburu ppn naik yach,min express yang langsung tamat dong mahal tidak apa-apa tapi cepatan keburu ppn naik ya,"['min', 'express', 'yang', 'langsung', 'tamat', 'dong', 'mahal', 'tidak', 'apa-apa', 'tapi', 'cepatan', 'keburu', 'ppn', 'naik', 'ya']","['min', 'express', 'langsung', 'tamat', 'mahal', 'apa-apa', 'cepatan', 'keburu', 'ppn', 'ya']",min express langsung tamat mahal apa cepat keburu ppn ya
Tue Dec 30,11:40:18,Edittedd,Ketika email² kenaikan ppn sudah berkeliaran harga naik tapi .... https://t.co/V2cLAX2H6N,Negatif,Ketika email kenaikan ppn sudah berkeliaran harga naik tapi,ketika email kenaikan ppn sudah berkeliaran harga naik tapi,ketika email kenaikan ppn sudah berkeliaran harga naik tapi,"['ketika', 'email', 'kenaikan', 'ppn', 'sudah', 'berkeliaran', 'harga', 'naik', 'tapi']","['email', 'kenaikan', 'ppn', 'berkeliaran', 'harga']",email naik ppn liar harga
Tue Dec 30,11:40:05,sicoklatt,@KtutF @und_cuckoosnest @salam4jari @akbarfaizal68 Narasi gw apakah pembelaan untuk setuju ppn12%? Enggak ada narasi bahwa gw nolak atau setuju kalau anda ingin mengetahui ya silahkan lihat track gw melalui Tweet saya. PPN 12% NAIK GW SETUJU ASAL ADA OPSI,Positif,Narasi gw apakah pembelaan untuk setuju ppn Enggak ada narasi bahwa gw nolak atau setuju kalau anda ingin mengetahui ya silahkan lihat track gw melalui Tweet saya PPN  NAIK GW SETUJU ASAL ADA OPSI,narasi gw apakah pembelaan untuk setuju ppn enggak ada narasi bahwa gw nolak atau setuju kalau anda ingin mengetahui ya silahkan lihat track gw melalui tweet saya ppn  naik gw setuju asal ada opsi,narasi gue apakah pembelaan untuk setuju ppn enggak ada narasi bahwa gue nolak atau setuju kalau anda ingin mengetahui ya silakan lihat track gue melalui tweet saya ppn naik gue setuju asal ada opsi,"['narasi', 'gue', 'apakah', 'pembelaan', 'untuk', 'setuju', 'ppn', 'enggak', 'ada', 'narasi', 'bahwa', 'gue', 'nolak', 'atau', 'setuju', 'kalau', 'anda', 'ingin', 'mengetahui', 'ya', 'silakan', 'lihat', 'track', 'gue', 'melalui', 'tweet', 'saya', 'ppn', 'naik', 'gue', 'setuju', 'asal', 'ada', 'opsi']","['narasi', 'gue', 'pembelaan', 'setuju', 'ppn', 'narasi', 'gue', 'nolak', 'setuju', 'ya', 'silakan', 'lihat', 'track', 'gue', 'tweet', 'ppn', 'gue', 'setuju', 'opsi']",narasi gue bela tuju ppn narasi gue nolak tuju ya sila lihat track gue tweet ppn gue tuju opsi
Tue Dec 30,11:38:24,chinhahahaha,PPN naik 12% EF JUGA IKUT IKUTAN NAIK 13% FAKKK,Negatif,PPN naik  EF JUGA IKUT IKUTAN NAIK  FAKKK,ppn naik  ef juga ikut ikutan naik  fakkk,ppn naik ef juga ikut ikutan naik fakkk,"['ppn', 'naik', 'ef', 'juga', 'ikut', 'ikutan', 'naik', 'fakkk']","['ppn', 'ef', 'ikutan', 'fakkk']",ppn ef ikut fakkk
Tue Dec 30,11:36:21,abulmuzaffar10,Pret ppn naik aturan bpjs baru gila banget ini maling uang 271t dihukum 6.5 th aja,Negatif,Pret ppn naik aturan bpjs baru gila banget ini maling uang t dihukum  th aja,pret ppn naik aturan bpjs baru gila banget ini maling uang t dihukum  th aja,pret ppn naik aturan bpjs baru gila banget ini maling uang t dihukum tahu saja,"['pret', 'ppn', 'naik', 'aturan', 'bpjs', 'baru', 'gila', 'banget', 'ini', 'maling', 'uang', 't', 'dihukum', 'tahu', 'saja']","['pret', 'ppn', 'aturan', 'bpjs', 'gila', 'banget', 'maling', 'uang', 't', 'dihukum']",pret ppn atur bpjs gila banget maling uang t hukum
Tue Dec 30,11:34:36,siapa_hayosiapa,PPN naik jadi 12% apa yang menjadi dasarnya? unit nilai apa yang digunakan sehingga bisa menjadi justifikasi? Bila pertanyaan ini tak bisa dijawab artinya ekonomi yang hendak dibangun berdiri dari unit nilai yang kabur. Not good.,Negatif,PPN naik jadi  apa yang menjadi dasarnya unit nilai apa yang digunakan sehingga bisa menjadi justifikasi Bila pertanyaan ini tak bisa dijawab artinya ekonomi yang hendak dibangun berdiri dari unit nilai yang kabur Not good,ppn naik jadi  apa yang menjadi dasarnya unit nilai apa yang digunakan sehingga bisa menjadi justifikasi bila pertanyaan ini tak bisa dijawab artinya ekonomi yang hendak dibangun berdiri dari unit nilai yang kabur not good,ppn naik jadi apa-apa yang menjadi dasarnya unit nilai apa-apa yang digunakan sehingga bisa menjadi justifikasi bila pertanyaan ini tak bisa dijawab artinya ekonomi yang hendak dibangun berdiri dari unit nilai yang kabur not good,"['ppn', 'naik', 'jadi', 'apa-apa', 'yang', 'menjadi', 'dasarnya', 'unit', 'nilai', 'apa-apa', 'yang', 'digunakan', 'sehingga', 'bisa', 'menjadi', 'justifikasi', 'bila', 'pertanyaan', 'ini', 'tak', 'bisa', 'dijawab', 'artinya', 'ekonomi', 'yang', 'hendak', 'dibangun', 'berdiri', 'dari', 'unit', 'nilai', 'yang', 'kabur', 'not', 'good']","['ppn', 'apa-apa', 'dasarnya', 'unit', 'nilai', 'apa-apa', 'justifikasi', 'ekonomi', 'dibangun', 'berdiri', 'unit', 'nilai', 'kabur', 'not', 'good']",ppn apa dasar unit nilai apa justifikasi ekonomi bangun diri unit nilai kabur not good
Tue Dec 30,11:30:04,firman__nurhuda,@chellythma tiaty ppn naik by,Negatif,tiaty ppn naik by,tiaty ppn naik by,tiaty ppn naik by,"['tiaty', 'ppn', 'naik', 'by']","['tiaty', 'ppn', 'by']",tiaty ppn by
Tue Dec 30,11:29:32,notaols,ya liat dulu ppn naik 12% itu nanti digunain buat apa belum apa apa udah marah marah ??? KALO FASILITAS NI NEGARA UDAH BAGUS DARI DULU JG GA SE PROTES ITU??? 12% ITU BUAT PROGRAM MAKAN GRATIS MEREKA??? APA MANFAATNYA BUAT ORANG DEWASA????,Negatif,ya liat dulu ppn naik  itu nanti digunain buat apa belum apa apa udah marah marah  KALO FASILITAS NI NEGARA UDAH BAGUS DARI DULU JG GA SE PROTES ITU  ITU BUAT PROGRAM MAKAN GRATIS MEREKA APA MANFAATNYA BUAT ORANG DEWASA,ya liat dulu ppn naik  itu nanti digunain buat apa belum apa apa udah marah marah  kalo fasilitas ni negara udah bagus dari dulu jg ga se protes itu  itu buat program makan gratis mereka apa manfaatnya buat orang dewasa,ya lihat dulu ppn naik itu nanti digunain buat apa-apa belum apa-apa apa-apa sudah marah marah kalau fasilitas nih negara sudah bagus dari dulu juga tidak se protes itu itu buat program makan gratis mereka apa-apa manfaatnya buat orang-orang dewasa,"['ya', 'lihat', 'dulu', 'ppn', 'naik', 'itu', 'nanti', 'digunain', 'buat', 'apa-apa', 'belum', 'apa-apa', 'apa-apa', 'sudah', 'marah', 'marah', 'kalau', 'fasilitas', 'nih', 'negara', 'sudah', 'bagus', 'dari', 'dulu', 'juga', 'tidak', 'se', 'protes', 'itu', 'itu', 'buat', 'program', 'makan', 'gratis', 'mereka', 'apa-apa', 'manfaatnya', 'buat', 'orang-orang', 'dewasa']","['ya', 'lihat', 'ppn', 'digunain', 'apa-apa', 'apa-apa', 'apa-apa', 'marah', 'marah', 'fasilitas', 'nih', 'negara', 'bagus', 'protes', 'program', 'makan', 'gratis', 'apa-apa', 'manfaatnya', 'orang-orang', 'dewasa']",ya lihat ppn digunain apa apa apa marah marah fasilitas nih negara bagus protes program makan gratis apa manfaat orang dewasa
Tue Dec 30,11:28:32,cutiepiebbb,ppn naik harga kosan jg naik.. benci bgt serius https://t.co/pQB4dsgj2W,Negatif,ppn naik harga kosan jg naik benci bgt serius,ppn naik harga kosan jg naik benci bgt serius,ppn naik harga kosan juga naik benci banget serius,"['ppn', 'naik', 'harga', 'kosan', 'juga', 'naik', 'benci', 'banget', 'serius']","['ppn', 'harga', 'kosan', 'benci', 'banget', 'serius']",ppn harga kosan benci banget serius
Tue Dec 30,11:26:37,Cak_Kancil007,Lapor ketua.. PPN belum naik mie ayam harganya sudah naik ketua mana daging ayam cincangnya dikit lagi sekarang https://t.co/jgejnehNwK,Negatif,Lapor ketua PPN belum naik mie ayam harganya sudah naik ketua mana daging ayam cincangnya dikit lagi sekarang,lapor ketua ppn belum naik mie ayam harganya sudah naik ketua mana daging ayam cincangnya dikit lagi sekarang,lapor ketua ppn belum naik mie ayam harganya sudah naik ketua mana daging ayam cincangnya dikit lagi sekarang,"['lapor', 'ketua', 'ppn', 'belum', 'naik', 'mie', 'ayam', 'harganya', 'sudah', 'naik', 'ketua', 'mana', 'daging', 'ayam', 'cincangnya', 'dikit', 'lagi', 'sekarang']","['lapor', 'ketua', 'ppn', 'mie', 'ayam', 'harganya', 'ketua', 'daging', 'ayam', 'cincangnya', 'dikit']",lapor ketua ppn mie ayam harga ketua daging ayam cincang dikit
Tue Dec 30,11:23:52,syarahilefendi,@matchachiyou SEBELUM PPN NAIK NUN,Positif,SEBELUM PPN NAIK NUN,sebelum ppn naik nun,sebelum ppn naik nun,"['sebelum', 'ppn', 'naik', 'nun']","['ppn', 'nun']",ppn nun
Tue Dec 30,11:23:29,kireicy,@seiyashn mana ppn naik:),Negatif,mana ppn naik,mana ppn naik,mana ppn naik,"['mana', 'ppn', 'naik']",['ppn'],ppn
Tue Dec 30,11:21:10,______bie,@aramorexena Maunya jg beli tp tahun depan ppn naik #2025hiduphemat,Negatif,Maunya jg beli tp tahun depan ppn naik hiduphemat,maunya jg beli tp tahun depan ppn naik hiduphemat,maunya juga beli tapi tahun-tahun depan ppn naik hiduphemat,"['maunya', 'juga', 'beli', 'tapi', 'tahun-tahun', 'depan', 'ppn', 'naik', 'hiduphemat']","['maunya', 'beli', 'tahun-tahun', 'ppn', 'hiduphemat']",mau beli tahun ppn hiduphemat
Tue Dec 30,11:18:51,deviraep,Td sblm magrib beli pakan ikan dlu pakan ikan 10k aja mnrtku udah mahal untuk ukran btol kecil eh tiba2 yg jual nyeletuk itu 15k mas krna ppn naik. Trs gw agak emosi kan Tau2an aja ttg ppn naik nih 10k yg lain aja blm naik disini udah naik dluan . Tai lah ambil kesempatan,Negatif,Td sblm magrib beli pakan ikan dlu pakan ikan k aja mnrtku udah mahal untuk ukran btol kecil eh tiba yg jual nyeletuk itu k mas krna ppn naik Trs gw agak emosi kan Tauan aja ttg ppn naik nih k yg lain aja blm naik disini udah naik dluan  Tai lah ambil kesempatan,td sblm magrib beli pakan ikan dlu pakan ikan k aja mnrtku udah mahal untuk ukran btol kecil eh tiba yg jual nyeletuk itu k mas krna ppn naik trs gw agak emosi kan tauan aja ttg ppn naik nih k yg lain aja blm naik disini udah naik dluan  tai lah ambil kesempatan,tadi sebelum magrib beli pakan ikan dulu pakan ikan kak saja mnrtku sudah mahal untuk ukran btol kecil-kecil eh tiba yang jual nyeletuk itu kak mas karena ppn naik terus gue agak emosi kan tauan saja tentang ppn naik nih kak yang lain saja belum naik disini sudah naik dluan tahi lah ambil kesempatan,"['tadi', 'sebelum', 'magrib', 'beli', 'pakan', 'ikan', 'dulu', 'pakan', 'ikan', 'kak', 'saja', 'mnrtku', 'sudah', 'mahal', 'untuk', 'ukran', 'btol', 'kecil-kecil', 'eh', 'tiba', 'yang', 'jual', 'nyeletuk', 'itu', 'kak', 'mas', 'karena', 'ppn', 'naik', 'terus', 'gue', 'agak', 'emosi', 'kan', 'tauan', 'saja', 'tentang', 'ppn', 'naik', 'nih', 'kak', 'yang', 'lain', 'saja', 'belum', 'naik', 'disini', 'sudah', 'naik', 'dluan', 'tahi', 'lah', 'ambil', 'kesempatan']","['magrib', 'beli', 'pakan', 'ikan', 'pakan', 'ikan', 'kak', 'mnrtku', 'mahal', 'ukran', 'btol', 'kecil-kecil', 'eh', 'jual', 'nyeletuk', 'kak', 'mas', 'ppn', 'gue', 'emosi', 'tauan', 'ppn', 'nih', 'kak', 'dluan', 'tahi', 'ambil', 'kesempatan']",magrib beli pakan ikan pakan ikan kak mnrtku mahal ukran btol kecil eh jual nyeletuk kak mas ppn gue emosi tau ppn nih kak dluan tahi ambil sempat
Tue Dec 30,11:17:50,astuteheart,naik tj ngeliat bapak2 pake jaket kampanye pragib biru muda.. the audacity to wear that in public in the middle of ppn 12% man,Negatif,naik tj ngeliat bapak pake jaket kampanye pragib biru muda the audacity to wear that in public in the middle of ppn  man,naik tj ngeliat bapak pake jaket kampanye pragib biru muda the audacity to wear that in public in the middle of ppn  man,naik tj melihat bapak pakai jaket kampanye pragib biru muda the audacity tapi wear that ini public ini the middle of ppn man,"['naik', 'tj', 'melihat', 'bapak', 'pakai', 'jaket', 'kampanye', 'pragib', 'biru', 'muda', 'the', 'audacity', 'tapi', 'wear', 'that', 'ini', 'public', 'ini', 'the', 'middle', 'of', 'ppn', 'man']","['tj', 'pakai', 'jaket', 'kampanye', 'pragib', 'biru', 'muda', 'the', 'audacity', 'wear', 'that', 'public', 'the', 'middle', 'of', 'ppn', 'man']",tj pakai jaket kampanye pragib biru muda the audacity wear that public the middle of ppn man
Tue Dec 30,11:17:34,yaksayiel,PPN naik BPJS naik bener² keterlaluan efek domino korupsi!,Negatif,PPN naik BPJS naik bener keterlaluan efek domino korupsi,ppn naik bpjs naik bener keterlaluan efek domino korupsi,ppn naik bpjs naik benar-benar keterlaluan efek domino korupsi,"['ppn', 'naik', 'bpjs', 'naik', 'benar-benar', 'keterlaluan', 'efek', 'domino', 'korupsi']","['ppn', 'bpjs', 'benar-benar', 'efek', 'domino', 'korupsi']",ppn bpjs benar efek domino korupsi
Tue Dec 30,11:16:16,darkmidnghts,@isimpossible2 Iya betul Tapi gue kalo ngebuffer juga paling buat seminggu Trus ini ppn naik target naik gaji doang yg ga naik,Negatif,Iya betul Tapi gue kalo ngebuffer juga paling buat seminggu Trus ini ppn naik target naik gaji doang yg ga naik,iya betul tapi gue kalo ngebuffer juga paling buat seminggu trus ini ppn naik target naik gaji doang yg ga naik,iya betul tapi gue kalau ngebuffer juga paling buat seminggu terus ini ppn naik target naik gaji doang yang tidak naik,"['iya', 'betul', 'tapi', 'gue', 'kalau', 'ngebuffer', 'juga', 'paling', 'buat', 'seminggu', 'terus', 'ini', 'ppn', 'naik', 'target', 'naik', 'gaji', 'doang', 'yang', 'tidak', 'naik']","['iya', 'gue', 'ngebuffer', 'seminggu', 'ppn', 'target', 'gaji', 'doang']",iya gue ngebuffer minggu ppn target gaji doang
Tue Dec 30,11:15:40,rahansunu,Beli token listrik yg lbh murah itu di app pln mobile. Biaya adminnya cuma 1750. Di app lain sdh 2750-3000 perak. Edan. Nnt ppn naik nambah lagi.,Negatif,Beli token listrik yg lbh murah itu di app pln mobile Biaya adminnya cuma  Di app lain sdh  perak Edan Nnt ppn naik nambah lagi,beli token listrik yg lbh murah itu di app pln mobile biaya adminnya cuma  di app lain sdh  perak edan nnt ppn naik nambah lagi,beli token listrik yang lebih murah itu di app pln mobile biaya adminnya cuma di app lain sudah perak edan nanti ppn naik menambah lagi,"['beli', 'token', 'listrik', 'yang', 'lebih', 'murah', 'itu', 'di', 'app', 'pln', 'mobile', 'biaya', 'adminnya', 'cuma', 'di', 'app', 'lain', 'sudah', 'perak', 'edan', 'nanti', 'ppn', 'naik', 'menambah', 'lagi']","['beli', 'token', 'listrik', 'murah', 'app', 'pln', 'mobile', 'biaya', 'adminnya', 'app', 'perak', 'edan', 'ppn', 'menambah']",beli token listrik murah app pln mobile biaya adminnya app perak edan ppn tambah
Tue Dec 30,11:13:39,kanaoshii,@jl_mnx Aku percaya ppn naik 12% semua gakan naik ko Koruptor yg rugiin negara 300T hukumannya setimpal selama 6 5 tahun ini sama adilnya dengan warga biasa yang curi susu dihukum 1 tahun. Pendidikan? Ah the Best lah. Negeri gratis tapi fasilitas mencukup,Negatif,Aku percaya ppn naik  semua gakan naik ko Koruptor yg rugiin negara T hukumannya setimpal selama   tahun ini sama adilnya dengan warga biasa yang curi susu dihukum  tahun Pendidikan Ah the Best lah Negeri gratis tapi fasilitas mencukup,aku percaya ppn naik  semua gakan naik ko koruptor yg rugiin negara t hukumannya setimpal selama   tahun ini sama adilnya dengan warga biasa yang curi susu dihukum  tahun pendidikan ah the best lah negeri gratis tapi fasilitas mencukup,aku percaya ppn naik semua gakan naik kok koruptor yang rugiin negara t hukumannya setimpal selama tahun-tahun ini sama-sama adilnya dengan warga biasa yang curi susu dihukum tahun-tahun pendidikan ah the best lah negeri gratis tapi fasilitas mencukup,"['aku', 'percaya', 'ppn', 'naik', 'semua', 'gakan', 'naik', 'kok', 'koruptor', 'yang', 'rugiin', 'negara', 't', 'hukumannya', 'setimpal', 'selama', 'tahun-tahun', 'ini', 'sama-sama', 'adilnya', 'dengan', 'warga', 'biasa', 'yang', 'curi', 'susu', 'dihukum', 'tahun-tahun', 'pendidikan', 'ah', 'the', 'best', 'lah', 'negeri', 'gratis', 'tapi', 'fasilitas', 'mencukup']","['percaya', 'ppn', 'gakan', 'koruptor', 'rugiin', 'negara', 't', 'hukumannya', 'setimpal', 'tahun-tahun', 'adilnya', 'warga', 'curi', 'susu', 'dihukum', 'tahun-tahun', 'pendidikan', 'ah', 'the', 'best', 'negeri', 'gratis', 'fasilitas', 'mencukup']",percaya ppn gakan koruptor rugiin negara t hukum timpal tahun adil warga curi susu hukum tahun didik ah the best negeri gratis fasilitas cukup
Tue Dec 30,11:10:14,nnnairb,@Chndrawhyn apalagi ppn mau naik ya anj,Negatif,apalagi ppn mau naik ya anj,apalagi ppn mau naik ya anj,apalagi ppn mau naik ya anjing,"['apalagi', 'ppn', 'mau', 'naik', 'ya', 'anjing']","['ppn', 'ya', 'anjing']",ppn ya anjing
Tue Dec 30,11:09:48,OldkememRider,Pemilunya emang udah selesai tapi kalo gak disindir terus bodohnya bakal berkelanjutan sampe pemilu berikutnya (kalo ada). Bayangin aturan diubah semaunya PPn naik ke 12% koruptor dimaafin dsb mereka semua pada diem. Kalo 48% doang yg terus bersuara ya akan berubah,Negatif,Pemilunya emang udah selesai tapi kalo gak disindir terus bodohnya bakal berkelanjutan sampe pemilu berikutnya kalo ada Bayangin aturan diubah semaunya PPn naik ke  koruptor dimaafin dsb mereka semua pada diem Kalo  doang yg terus bersuara ya akan berubah,pemilunya emang udah selesai tapi kalo gak disindir terus bodohnya bakal berkelanjutan sampe pemilu berikutnya kalo ada bayangin aturan diubah semaunya ppn naik ke  koruptor dimaafin dsb mereka semua pada diem kalo  doang yg terus bersuara ya akan berubah,pemilunya memang sudah selesai tapi kalau tidak disindir terus bodohnya bakal berkelanjutan sampai pemilu berikutnya kalau ada bayangkan aturan diubah semaunya ppn naik ke koruptor dimaafin dsb mereka semua pada diam kalau doang yang terus bersuara ya akan berubah,"['pemilunya', 'memang', 'sudah', 'selesai', 'tapi', 'kalau', 'tidak', 'disindir', 'terus', 'bodohnya', 'bakal', 'berkelanjutan', 'sampai', 'pemilu', 'berikutnya', 'kalau', 'ada', 'bayangkan', 'aturan', 'diubah', 'semaunya', 'ppn', 'naik', 'ke', 'koruptor', 'dimaafin', 'dsb', 'mereka', 'semua', 'pada', 'diam', 'kalau', 'doang', 'yang', 'terus', 'bersuara', 'ya', 'akan', 'berubah']","['pemilunya', 'selesai', 'disindir', 'bodohnya', 'berkelanjutan', 'pemilu', 'bayangkan', 'aturan', 'diubah', 'ppn', 'koruptor', 'dimaafin', 'dsb', 'diam', 'doang', 'bersuara', 'ya', 'berubah']",milu selesai sindir bodoh lanjut milu bayang atur ubah ppn koruptor dimaafin dsb diam doang suara ya ubah
Tue Dec 30,11:08:20,hydilessi,@kuintalism grgr ppn naik,Negatif,grgr ppn naik,grgr ppn naik,gara-gara ppn naik,"['gara-gara', 'ppn', 'naik']","['gara-gara', 'ppn']",gara-gara ppn
Tue Dec 30,11:07:45,djoniecash2,@perusaktimeline Apalagi PPN amu naik,Negatif,Apalagi PPN amu naik,apalagi ppn amu naik,apalagi ppn kamu naik,"['apalagi', 'ppn', 'kamu', 'naik']",['ppn'],ppn
Tue Dec 30,10:48:32,6210ann,ya Allah beneran kah tahun depan PPN jadi naik 12%... makin nggak kebeli aja wishlist buku-buku luar yang pengen gw beli #TolakKenaikanPPN12Persen,Negatif,ya Allah beneran kah tahun depan PPN jadi naik  makin nggak kebeli aja wishlist bukubuku luar yang pengen gw beli TolakKenaikanPPNPersen,ya allah beneran kah tahun depan ppn jadi naik  makin nggak kebeli aja wishlist bukubuku luar yang pengen gw beli tolakkenaikanppnpersen,ya allah benaran kah tahun-tahun depan ppn jadi naik makin tidak kebeli saja wishlist bukubuku luar yang pengin gue beli tolakkenaikanppnpersen,"['ya', 'allah', 'benaran', 'kah', 'tahun-tahun', 'depan', 'ppn', 'jadi', 'naik', 'makin', 'tidak', 'kebeli', 'saja', 'wishlist', 'bukubuku', 'luar', 'yang', 'pengin', 'gue', 'beli', 'tolakkenaikanppnpersen']","['ya', 'allah', 'benaran', 'kah', 'tahun-tahun', 'ppn', 'kebeli', 'wishlist', 'bukubuku', 'pengin', 'gue', 'beli', 'tolakkenaikanppnpersen']",ya allah benar kah tahun ppn kebel wishlist bukubuku pengin gue beli tolakkenaikanppnpersen
Tue Dec 30,10:48:04,yearendsale_,PPN udah naik fasilitas engga naik ! #PPNBikinSengsara,Negatif,PPN udah naik fasilitas engga naik  PPNBikinSengsara,ppn udah naik fasilitas engga naik  ppnbikinsengsara,ppn sudah naik fasilitas tidak-tidak naik ppnbikinsengsara,"['ppn', 'sudah', 'naik', 'fasilitas', 'tidak-tidak', 'naik', 'ppnbikinsengsara']","['ppn', 'fasilitas', 'tidak-tidak', 'ppnbikinsengsara']",ppn fasilitas tidak ppnbikinsengsara
Tue Dec 30,10:47:58,dustina1k,Emang sih buy and sell selalu pakai gas fee nah ini PPN naik makin kerasa dah. Pair IDR dari 0.11% ke 0.12% Pair USDT dari 0.21% ke 0.22% Padahal kebanyakan orang sukanya pakai pair USDT mamam gak tuh!,Negatif,Emang sih buy and sell selalu pakai gas fee nah ini PPN naik makin kerasa dah Pair IDR dari  ke  Pair USDT dari  ke  Padahal kebanyakan orang sukanya pakai pair USDT mamam gak tuh,emang sih buy and sell selalu pakai gas fee nah ini ppn naik makin kerasa dah pair idr dari  ke  pair usdt dari  ke  padahal kebanyakan orang sukanya pakai pair usdt mamam gak tuh,memang sih buy and sell selalu pakai gas fee nah ini ppn naik makin kerasa sudah pair idr dari ke pair usdt dari ke padahal kebanyakan orang-orang sukanya pakai pair usdt mamam tidak tuh,"['memang', 'sih', 'buy', 'and', 'sell', 'selalu', 'pakai', 'gas', 'fee', 'nah', 'ini', 'ppn', 'naik', 'makin', 'kerasa', 'sudah', 'pair', 'idr', 'dari', 'ke', 'pair', 'usdt', 'dari', 'ke', 'padahal', 'kebanyakan', 'orang-orang', 'sukanya', 'pakai', 'pair', 'usdt', 'mamam', 'tidak', 'tuh']","['sih', 'buy', 'and', 'sell', 'pakai', 'gas', 'fee', 'ppn', 'kerasa', 'pair', 'idr', 'pair', 'usdt', 'kebanyakan', 'orang-orang', 'sukanya', 'pakai', 'pair', 'usdt', 'mamam', 'tuh']",sih buy and sell pakai gas fee ppn rasa pair idr pair usdt banyak orang suka pakai pair usdt mamam tuh
